0.195507813,0.113203125,0.09625
0.097890625,0.104726563,0.082851563
0.04921875,0.151484375,0.11484375
0.109375,0.100078125,0.112109375
0.088320313,0.089003906,0.125507813
0.078339844,0.086542969,0.099804688
0.09625,0.114570313,0.082304688
0.079160156,0.097617188,0.090644531
0.086816406,0.0853125,0.093789063
0.10609375,0.138359375,0.104316406
0.160507813,0.11265625,0.115527344
0.096796875,0.1159375,0.092695313
0.030898438,0.083261719,0.077109375
0.136445313,0.101992188,0.111152344
0.158320313,0.118398438,0.102675781
0.104863281,0.1028125,0.1334375
0.109921875,0.085039063,0.096386719
0.01421875,0.108144531,0.123457031
0.081484375,0.086953125,0.102128906
0.151210938,0.101308594,0.121132813
0.109101563,0.09296875,0.113476563
0.088320313,0.134804688,0.106367188
0.082851563,0.08421875,0.1028125
0.070683594,0.081757813,0.123457031
0.205625,0.096523438,0.098984375
0.09515625,0.109101563,0.125234375
0.121953125,0.09625,0.100351563
0.109101563,0.056054688,0.118125
0.112792969,0.066445313,0.118945313
0.121132813,0.076835938,0.107324219
0.055234375,0.102128906,0.0853125
0.14984375,0.111015625,0.114570313
0.118398438,0.089550781,0.102265625
0.130839844,0.119492188,0.089960938
0.015039063,0.071914063,0.104453125
0.098984375,0.0896875,0.091875
4.27E-06,0.095703125,0.112382813
0.081484375,0.091464844,0.100488281
0.088320313,0.071230469,0.10609375
0.144375,0.103632813,0.129609375
0.0896875,0.1071875,0.105820313
0.08859375,0.12359375,0.119492188
0.100351563,0.069863281,0.0875
0.120039063,0.086132813,0.118945313
0.067539063,0.081757813,0.088457031
0.02296875,0.104453125,0.1203125
0.167890625,0.113339844,0.094609375
0.078613281,0.117578125,0.105546875
0.14546875,0.091054688,0.097617188
0.070273438,0.080664063,0.116894531
0.07984375,0.100898438,0.07546875
0.108007813,0.11921875,0.123457031
0.126328125,0.069589844,0.0940625
0.07328125,0.109101563,0.108417969
0.135625,0.100898438,0.100078125
0.071777344,0.11484375,0.11703125
0.016953125,0.093789063,0.091328125
0.18484375,0.109648438,0.128789063
0.124414063,0.138359375,0.095703125
0.14546875,0.093105469,0.125507813
0.133984375,0.130429688,0.122773438
0.136171875,0.072050781,0.10171875
0.139179688,0.107734375,0.078613281
0.139179688,0.11375,0.096386719
0.119355469,0.1071875,0.092011719
0.008339844,0.093242188,0.1203125
0.089960938,0.122636719,0.086953125
0.05578125,0.102675781,0.098984375
0.109648438,0.08640625,0.101308594
0.105136719,0.0896875,0.101171875
0.223398438,0.098574219,0.13453125
0.135625,0.09078125,0.116210938
0.124824219,0.11375,0.085449219
0.145195313,0.087773438,0.10828125
0.06453125,0.09515625,0.1028125
0.077929688,0.121816406,0.105273438
0.082851563,0.082304688,0.120996094
0.118125,0.121132813,0.088046875
0.152304688,0.09078125,0.127695313
0.138496094,0.104726563,0.109511719
0.165703125,0.0875,0.076152344
0.118125,0.120175781,0.114296875
0.119492188,0.1115625,0.104726563
0.141914063,0.106640625,0.1115625
0.0634375,0.101171875,0.1071875
0.089960938,0.094472656,0.1071875
0.220527344,0.055644531,0.124277344
0.11921875,0.1115625,0.100625
0.098710938,0.09625,0.1115625
0.122773438,0.10171875,0.115664063
0.13015625,0.09625,0.112519531
0.049355469,0.109375,0.091191406
0.104863281,0.13125,0.097207031
0.121953125,0.107734375,0.09078125
0.09625,0.101171875,0.089277344
0.1159375,0.113476563,0.100625
0.056191406,0.11921875,0.091328125
0.102402344,0.105820313,0.09625
0.0765625,0.108417969,0.104453125
0.108964844,0.121953125,0.09296875
0.130839844,0.114707031,0.116210938
