"","pi=0.01","pi=0.05","pi=0.1","pi=0.2"
"1",0.0178124999999997,0.0774999999999997,0.14203125,0.18921875
"2",6.10351562166934e-07,0.0149999999999997,0.0812499999999997,0.1859375
"3",0.0199999999999997,0.0829687499999997,0.109375,0.23703125
"4",0.00710937499999967,0.0434374999999997,0.11515625,0.206875
"5",0.0299999999999997,0.0549999999999997,0.0996874999999998,0.214375
"6",6.10351562166934e-07,0.0329687499999997,0.0931249999999997,0.208125
"7",0.00687499999999967,0.0537499999999997,0.0460937499999997,0.198125
"8",0.00624999999999967,0.0573437499999997,0.12671875,0.19875
"9",0.00109374999999967,0.0174999999999997,0.0721874999999997,0.1490625
"10",0.0246874999999997,0.0471874999999997,0.0960937499999998,0.1525
"11",0.0184374999999997,0.0618749999999997,0.1259375,0.191875
"12",1.22070312466693e-06,0.0567187499999997,0.11,0.2178125
"13",0.0182812499999997,0.0640624999999997,0.14125,0.2009375
"14",0.0124999999999997,0.0478124999999997,0.0774999999999997,0.198125
"15",1.22070312466693e-06,0.0459374999999997,0.0593749999999997,0.2084375
"16",0.00882812499999967,0.0346874999999997,0.0834374999999997,0.1996875
"17",0.0276562499999997,0.0478124999999997,0.11,0.231875
"18",0.0376562499999997,0.0548437499999997,0.0859374999999998,0.181875
"19",0.0245312499999997,0.0681249999999997,0.105625,0.1909375
"20",6.10351562166934e-07,0.0393749999999997,0.12,0.21125
"21",0.0306249999999997,0.0356249999999997,0.12375,0.198125
"22",0.00453124999999967,0.0349999999999997,0.0984374999999998,0.2121875
"23",0.0346874999999997,0.0584374999999997,0.0928124999999997,0.1946875
"24",1.22070312466693e-06,0.0668749999999997,0.1096875,0.2478125
"25",0.0107031249999997,0.0449999999999997,0.10515625,0.245625
"26",0.0157812499999997,0.0540624999999997,0.115625,0.24875
"27",2.44140624966694e-06,0.0495312499999997,0.0999999999999998,0.1940625
"28",0.0221874999999997,0.0485937499999997,0.10703125,0.15375
"29",0.0181249999999997,0.0637499999999997,0.1025,0.2378125
"30",0.0196874999999997,0.0381249999999997,0.1078125,0.1965625
"31",0.0112499999999997,0.0387499999999997,0.0787499999999997,0.2165625
"32",1.22070312466693e-06,0.0346874999999997,0.0671874999999997,0.1934375
"33",0.0109374999999997,0.0789062499999997,0.1053125,0.2140625
"34",0.0164062499999997,0.0495312499999997,0.0632812499999997,0.2340625
"35",0.0196874999999997,0.0553124999999997,0.1003125,0.2059375
"36",0.0102343749999997,0.0373437499999997,0.14625,0.191875
"37",0.0309374999999997,0.0346874999999997,0.0685937499999997,0.17875
"38",0.00859374999999967,0.0474999999999997,0.0990624999999997,0.198125
"39",0.0496874999999997,0.0515624999999997,0.1078125,0.209375
"40",0.0289062499999997,0.0578124999999997,0.1159375,0.20921875
"41",0.00406249999999967,0.0610937499999997,0.1065625,0.1825
"42",0.00828124999999967,0.0768749999999997,0.1103125,0.1978125
"43",0.0278124999999997,0.0417187499999997,0.0898437499999998,0.186875
"44",0.0193749999999997,0.0584374999999997,0.0937499999999998,0.215
"45",0.0212499999999997,0.0710937499999997,0.1121875,0.21375
"46",0.0174999999999997,0.0156249999999997,0.0728124999999997,0.1584375
"47",0.0151562499999997,0.0593749999999997,0.1084375,0.18125
"48",0.0135937499999997,0.0373437499999997,0.12765625,0.2096875
"49",0.0207812499999997,0.0593749999999997,0.0996874999999998,0.233125
"50",0.0162499999999997,0.0253124999999997,0.1125,0.1859375
"51",0.0349999999999997,0.0734374999999997,0.0962499999999998,0.225625
"52",0.0115624999999997,0.0631249999999997,0.1009375,0.17734375
"53",0.0128124999999997,0.0232812499999997,0.0995312499999998,0.1559375
"54",0.00843749999999967,0.0503124999999997,0.0674999999999997,0.2040625
"55",0.00890624999999967,0.0626562499999997,0.1046875,0.1625
"56",0.0140624999999997,0.0390624999999997,0.12625,0.16875
"57",0.0317187499999997,0.0657812499999997,0.10375,0.2075
"58",0.00515624999999967,0.0578124999999997,0.10859375,0.23875
"59",0.0103124999999997,0.0557812499999997,0.10296875,0.1821875
"60",1.22070312466693e-06,0.0462499999999997,0.0856249999999997,0.1671875
"61",6.10351562166934e-07,0.0168749999999997,0.0999999999999998,0.2075
"62",0.00148437499999967,0.0728124999999997,0.100625,0.2015625
"63",0.0270312499999997,0.0582812499999997,0.0846874999999997,0.2359375
"64",0.0164062499999997,0.0693749999999997,0.1084375,0.16734375
"65",0.0264062499999997,0.0356249999999997,0.105625,0.210625
"66",0.0299999999999997,0.0315624999999997,0.1296875,0.1765625
"67",0.0142187499999997,0.0529687499999997,0.105,0.21828125
"68",9.76562499966694e-06,0.0293749999999997,0.0945312499999998,0.17625
"69",9.76562499966694e-06,0.0656249999999997,0.114375,0.2078125
"70",0.00421874999999967,0.0549999999999997,0.0781249999999997,0.186875
"71",0.0160937499999997,0.0399999999999997,0.143125,0.1653125
"72",0.00937499999999968,0.0732812499999997,0.1178125,0.20125
"73",1.22070312466693e-06,0.0356249999999997,0.0968749999999998,0.1996875
"74",4.88281249966694e-06,0.0446874999999997,0.1009375,0.23515625
"75",4.88281249966694e-06,0.0671874999999997,0.0771874999999997,0.22078125
"76",0.0203124999999997,0.0499999999999997,0.1103125,0.2371875
"77",0.00531249999999967,0.0621874999999997,0.1534375,0.218125
"78",0.0252343749999997,0.0385937499999997,0.1284375,0.18203125
"79",0.0189062499999997,0.0523437499999997,0.100625,0.17875
"80",6.10351562166934e-07,0.0693749999999997,0.125,0.1528125
"81",0.0156249999999997,0.0893749999999997,0.100625,0.220625
"82",0.0164843749999997,0.0474999999999997,0.1046875,0.1978125
"83",2.44140624966694e-06,0.0543749999999997,0.0815624999999997,0.209375
"84",2.44140624966694e-06,0.0367187499999997,0.118125,0.219375
"85",0.0154687499999997,0.0768749999999997,0.0937499999999998,0.1746875
"86",0.0235937499999997,0.0259374999999997,0.0799999999999997,0.1984375
"87",0.0245312499999997,0.0467187499999997,0.0812499999999997,0.185
"88",0.00496093749999967,0.0564062499999997,0.10875,0.185
"89",2.44140624966694e-06,0.0321874999999997,0.0812499999999997,0.225
"90",0.0240624999999997,0.0428124999999997,0.13828125,0.1990625
"91",0.00945312499999968,0.0431249999999997,0.0756249999999997,0.218125
"92",0.00874999999999967,0.0406249999999997,0.1225,0.15875
"93",0.0285937499999997,0.0596874999999997,0.0809374999999997,0.1715625
"94",0.0107812499999997,0.0231249999999997,0.0831249999999997,0.21875
"95",6.10351562166934e-07,0.0324999999999997,0.0818749999999997,0.190625
"96",0.0187499999999997,0.0378124999999997,0.0757812499999997,0.2221875
"97",0.0342187499999997,0.0424999999999997,0.0753124999999997,0.18046875
"98",0.0287499999999997,0.0471874999999997,0.10296875,0.2128125
"99",6.10351562166934e-07,0.0487499999999997,0.0887499999999997,0.2084375
"100",0.0295312499999997,0.0403124999999997,0.100625,0.21296875
"101",1.22070312466693e-06,0.0303124999999997,0.1215625,0.2096875
"102",0.0203124999999997,0.0454687499999997,0.0912499999999997,0.215625
"103",0.0149218749999997,0.0474999999999997,0.101875,0.1684375
"104",0.0301562499999997,0.0462499999999997,0.0687499999999997,0.1828125
"105",0.00843749999999967,0.0318749999999997,0.0623437499999997,0.1984375
"106",0.0220312499999997,0.0512499999999997,0.0949999999999998,0.16875
"107",0.00296874999999967,0.0562499999999997,0.0732812499999997,0.178125
"108",0.0157812499999997,0.0523437499999997,0.0724999999999997,0.2353125
"109",0.0332812499999997,0.0493749999999997,0.12140625,0.214375
"110",0.0309374999999997,0.0606249999999997,0.0971874999999998,0.230625
"111",0.0265624999999997,0.0248437499999997,0.0885937499999997,0.2003125
"112",0.0178124999999997,0.0637499999999997,0.0707812499999997,0.1978125
"113",0.00382812499999967,0.0448437499999997,0.1175,0.249375
"114",0.00812499999999967,0.0178906249999997,0.124375,0.1671875
"115",0.00582031249999967,0.0904687499999997,0.0878124999999997,0.16125
"116",0.00781249999999967,0.0604687499999997,0.0909374999999998,0.224375
"117",0.0323437499999997,0.0139062499999997,0.0884374999999998,0.193125
"118",1.22070312466693e-06,0.0553124999999997,0.1165625,0.21375
"119",0.00789062499999967,0.0656249999999997,0.1015625,0.163125
"120",0.0385937499999997,0.0521874999999997,0.0803124999999997,0.1940625
"121",0.0167968749999997,0.0571874999999997,0.13671875,0.19109375
"122",0.0187499999999997,0.0664062499999997,0.0799999999999997,0.211875
"123",0.0153906249999997,0.0481249999999997,0.0987499999999998,0.204375
"124",0.00171874999999967,0.0228124999999997,0.1275,0.2153125
"125",0.0109374999999997,0.0885937499999997,0.130625,0.18375
"126",0.0154687499999997,0.0556249999999997,0.0793749999999997,0.1878125
"127",0.0309374999999997,0.0603124999999997,0.1171875,0.209375
"128",0.0260937499999997,0.0287499999999997,0.113125,0.224375
"129",0.00999999999999968,0.0746874999999997,0.1159375,0.2121875
"130",0.00687499999999967,0.0421874999999997,0.1284375,0.2340625
"131",0.0140624999999997,0.0818749999999997,0.1209375,0.1675
"132",4.88281249966694e-06,0.0207812499999997,0.105,0.195
"133",4.88281249966694e-06,0.0515624999999997,0.12,0.18
"134",0.0214062499999997,0.0681249999999997,0.0962499999999998,0.164375
"135",6.10351562166934e-07,0.0414062499999997,0.128125,0.276875
"136",0.0273437499999997,0.0748437499999997,0.0835937499999997,0.1896875
"137",0.0150781249999997,0.0468749999999997,0.1121875,0.190625
"138",0.0140624999999997,0.0410937499999997,0.0598437499999997,0.1784375
"139",0.0159374999999997,0.0746874999999997,0.10953125,0.1965625
"140",0.00374999999999967,0.0431249999999997,0.0960937499999998,0.20640625
"141",0.0360937499999997,0.0384374999999997,0.0845312499999998,0.1796875
"142",0.00281249999999967,0.0265624999999997,0.0823437499999997,0.2153125
"143",0.0145312499999997,0.0209374999999997,0.0978124999999997,0.2315625
"144",0.0198437499999997,0.0476562499999997,0.118125,0.195
"145",0.00999999999999968,0.0646874999999997,0.0721874999999997,0.1825
"146",0.0107031249999997,0.0235937499999997,0.1078125,0.17125
"147",0.0343749999999997,0.0657812499999997,0.0924999999999997,0.2165625
"148",0.0296874999999997,0.0278124999999997,0.0871874999999998,0.2396875
"149",0.0443749999999997,0.0420312499999997,0.10078125,0.213125
"150",2.44140624966694e-06,0.0474999999999997,0.0815624999999997,0.2246875
"151",0.0135937499999997,0.0893749999999997,0.0771874999999997,0.185625
"152",4.88281249966694e-06,0.0462499999999997,0.135,0.1675
"153",0.0249999999999997,0.0648437499999997,0.0931249999999997,0.194375
"154",0.0187499999999997,0.0476562499999997,0.1365625,0.21
"155",0.0262499999999997,0.0509374999999997,0.12140625,0.18875
