"","1k","5k","1w"
"1",0.0708203125000004,0.1495703125,0.0812109375000004
"2",0.0909179687500004,0.0817578125000004,0.0743750000000004
"3",0.0503125000000004,0.12044921875,0.0931054687500004
"4",0.154765625,0.1227734375,0.0844921875000004
"5",0.1982421875,0.109921875,0.0926953125000004
"6",0.0869531250000004,0.0924218750000004,0.0705468750000004
"7",0.0989843750000004,0.0574218750000004,0.0864062500000004
"8",0.0339062500000004,0.124140625,0.1058203125
"9",0.13015625,0.0798437500000004,0.1096484375
"10",0.11935546875,0.0937890625000004,0.0984375000000004
"11",0.0782031250000004,0.13234375,0.0887304687500004
"12",0.126328125,0.111015625,0.0989843750000004
"13",0.14328125,0.143828125,0.13083984375
"14",0.1490234375,0.0950195312500004,0.11224609375
"15",0.135625,0.0812109375000004,0.0944726562500004
"16",0.1052734375,0.0943359375000004,0.109375
"17",0.0371875000000004,0.103359375,0.0989843750000004
"18",2.13623046919409e-06,0.0933789062500004,0.108828125
"19",0.0998046875000004,0.1159375,0.1194921875
"20",0.1003515625,0.1222265625,0.0932421875000004
"21",0.2048046875,0.1225,0.105546875
"22",0.11142578125,0.10390625,0.0920117187500004
"23",0.1246875,0.0976171875000004,0.0716406250000004
"24",0.126328125,0.1101953125,0.1071875
"25",0.1523046875,0.111015625,0.0959765625000004
"26",0.0910546875000004,0.108828125,0.105
"27",0.1643359375,0.0937890625000004,0.1096484375
"28",0.0847656250000004,0.1167578125,0.0967968750000004
"29",0.1812890625,0.109921875,0.10390625
"30",0.13671875,0.10923828125,0.0940625000000004
"31",0.16515625,0.0879101562500004,0.1129296875
"32",0.0754003906250004,0.0727343750000004,0.11484375
"33",0.1233203125,0.10021484375,0.0976171875000004
"34",0.0855859375000004,0.0675390625000004,0.10171875
"35",0.0483984375000004,0.106640625,0.1096484375
"36",0.1293359375,0.1375390625,0.10390625
"37",0.109921875,0.0617968750000004,0.0951562500000004
"38",0.0817578125000004,0.10869140625,0.0913281250000004
"39",0.0371875000000004,0.1028125,0.1112890625
"40",0.20453125,0.118671875,0.0738281250000004
"41",0.0976171875000004,0.116484375,0.102265625
"42",0.0877734375000004,0.109921875,0.104453125
"43",0.0177734375000004,0.0974804687500004,0.1071875
"44",0.124140625,0.0903710937500004,0.1107421875
"45",0.1353515625,0.11251953125,0.1238671875
"46",0.0112109375000004,0.0843554687500004,0.0902343750000004
"47",0.0931054687500004,0.105546875,0.0888671875000004
"48",3.41796875004441e-05,0.12947265625,0.111015625
"49",0.112109375,0.0757421875000004,0.0929687500000004
"50",0.1424609375,0.0962500000000004,0.0973437500000004
"51",0.0620703125000004,0.108828125,0.0880468750000004
"52",0.1369921875,0.101171875,0.0984375000000004
"53",0.0924218750000004,0.115390625,0.0732812500000004
"54",0.12208984375,0.101171875,0.123046875
"55",0.111015625,0.0787500000000004,0.1134765625
"56",0.1736328125,0.11115234375,0.10828125
"57",0.0730078125000004,0.111015625,0.0959765625000004
"58",0.12140625,0.10814453125,0.0961132812500004
"59",0.0308984375000004,0.1173046875,0.0924218750000004
"60",0.13630859375,0.0965234375000004,0.1025390625
"61",0.12126953125,0.103359375,0.100078125
"62",0.0660351562500004,0.0981640625000004,0.1246875
"63",0.1080078125,0.0924218750000004,0.109375
"64",0.0284375000000004,0.1129296875,0.1246875
"65",0.0295312500000004,0.11046875,0.0999414062500004
"66",0.1266015625,0.1334375,0.1203125
"67",0.126328125,0.113203125,0.0817578125000004
"68",0.0464843750000004,0.106640625,0.0761523437500004
"69",0.0552343750000004,0.1260546875,0.1008984375
"70",0.114296875,0.0857226562500004,0.1216796875
"71",0.11265625,0.1353515625,0.1071875
"72",0.1334375,0.1227734375,0.0900976562500004
"73",0.11484375,0.0965234375000004,0.102265625
"74",0.0873632812500004,0.1069140625,0.100625
"75",0.0634375000000004,0.0896875000000004,0.0991210937500004
"76",0.13125,0.11265625,0.0637109375000004
"77",0.0440234375000004,0.156953125,0.0929687500000004
"78",0.0866796875000004,0.1266015625,0.0891406250000004
"79",8.54492187544408e-06,0.0995312500000004,0.13794921875
"80",0.1071875,0.130703125,0.1162109375
"81",0.148203125,0.0985742187500004,0.0935156250000004
"82",0.143828125,0.11744140625,0.123046875
"83",0.18265625,0.10076171875,0.0921484375000004
"84",0.0300781250000004,0.1246875,0.0980273437500004
"85",0.168984375,0.1014453125,0.1159375
"86",0.13671875,0.0855859375000004,0.0888671875000004
"87",0.0746484375000004,0.0864062500000004,0.0869531250000004
"88",0.153125,0.1074609375,0.0792968750000004
"89",0.0582421875000004,0.0858593750000004,0.0873632812500004
"90",0.0973437500000004,0.146015625,0.1123828125
"91",0.162421875,0.0861328125000004,0.0858593750000004
"92",0.1194921875,0.1233203125,0.1063671875
"93",0.108828125,0.0899609375000004,0.0880468750000004
"94",0.131796875,0.0929687500000004,0.11224609375
"95",0.0765625000000004,0.0866796875000004,0.0967968750000004
"96",0.1465625,0.0727343750000004,0.128515625
"97",0.120859375,0.0829882812500004,0.0962500000000004
"98",0.0514062500000004,0.0978906250000004,0.0941992187500004
"99",0.137265625,0.0899609375000004,0.0967968750000004
"100",0.2053515625,0.101171875,0.116484375
"101",0.1145703125,0.132890625,0.0918750000000004
"102",0.0646679687500004,0.0768359375000004,0.117578125
"103",0.1216796875,0.100078125,0.0989843750000004
"104",5.12695312504441e-05,0.0724609375000004,0.0836718750000004
"105",0.123046875,0.0719140625000004,0.107734375
"106",0.11375,0.1052734375,0.1030859375
"107",0.0675390625000004,0.0887304687500004,0.104453125
"108",0.2233984375,0.0787500000000004,0.10923828125
"109",0.1342578125,0.1246875,0.0965234375000004
"110",0.0374609375000004,0.0861328125000004,0.123046875
"111",0.0866796875000004,0.0985742187500004,0.1036328125
"112",0.137265625,0.0806640625000004,0.11798828125
"113",0.0735546875000004,0.123046875,0.107734375
"114",0.1451953125,0.129609375,0.0989843750000004
