"","1k","5k","1w"
"1",0.0821874999999997,0.14203125,0.0767187499999997
"2",0.0664062499999997,0.0812499999999997,0.0695312499999997
"3",0.0876562499999997,0.109375,0.0934374999999998
"4",0.153125,0.11515625,0.0785937499999997
"5",0.19109375,0.0996874999999998,0.0928124999999997
"6",0.11671875,0.0931249999999997,0.0695312499999997
"7",0.0728124999999997,0.0460937499999997,0.0909374999999998
"8",0.0181249999999997,0.12671875,0.1065625
"9",0.11421875,0.0721874999999997,0.1078125
"10",0.0945312499999998,0.0960937499999998,0.0824999999999997
"11",0.0562499999999997,0.1259375,0.0981249999999998
"12",0.105,0.11,0.1278125
"13",0.1453125,0.14125,0.106875
"14",0.14078125,0.0774999999999997,0.0818749999999997
"15",0.149375,0.0593749999999997,0.10015625
"16",0.10609375,0.0834374999999997,0.1034375
"17",0.0481249999999997,0.11,0.1128125
"18",9.76562499966694e-06,0.0859374999999998,0.1153125
"19",0.0734374999999997,0.105625,0.0920312499999998
"20",0.0868749999999997,0.12,0.10484375
"21",0.2240625,0.12375,0.0871874999999998
"22",0.0903124999999997,0.0984374999999998,0.0724999999999997
"23",0.10640625,0.0928124999999997,0.1040625
"24",0.121875,0.1096875,0.0879687499999997
"25",0.17078125,0.10515625,0.0954687499999997
"26",0.0640624999999997,0.115625,0.108125
"27",0.155625,0.0999999999999998,0.0899999999999997
"28",0.0551562499999997,0.10703125,0.1028125
"29",0.17546875,0.1025,0.0923437499999998
"30",0.1175,0.1078125,0.114375
"31",0.17,0.0787499999999997,0.1134375
"32",0.0345312499999997,0.0671874999999997,0.1021875
"33",0.1078125,0.1053125,0.0996874999999998
"34",0.0715624999999997,0.0632812499999997,0.1015625
"35",0.0649999999999997,0.1003125,0.10140625
"36",0.1359375,0.14625,0.0967187499999997
"37",0.1196875,0.0685937499999997,0.0903124999999997
"38",0.0421874999999997,0.0990624999999997,0.10984375
"39",0.0218749999999997,0.1078125,0.0724999999999997
"40",0.19703125,0.1159375,0.0940624999999997
"41",0.0871874999999998,0.1065625,0.11
"42",0.0901562499999997,0.1103125,0.106875
"43",0.0165624999999997,0.0898437499999998,0.103125
"44",0.1065625,0.0937499999999998,0.1225
"45",0.1175,0.1121875,0.0824999999999997
"46",0.0234374999999997,0.0728124999999997,0.0974999999999998
"47",0.0774999999999997,0.1084375,0.10140625
"48",0.0504687499999997,0.12765625,0.0899999999999997
"49",0.0939062499999997,0.0996874999999998,0.0939062499999997
"50",0.14109375,0.1125,0.0957812499999998
"51",0.0554687499999997,0.0962499999999998,0.0993749999999998
"52",0.1315625,0.1009375,0.0759374999999997
"53",0.0615624999999997,0.0995312499999998,0.118125
"54",0.108125,0.0674999999999997,0.1075
"55",0.0828124999999997,0.1046875,0.1021875
"56",0.16578125,0.12625,0.0884374999999998
"57",0.0681249999999997,0.10375,0.0920312499999998
"58",0.0995312499999998,0.10859375,0.0915624999999997
"59",0.0549999999999997,0.10296875,0.1034375
"60",0.1165625,0.0856249999999997,0.0921874999999998
"61",0.12515625,0.0999999999999998,0.121875
"62",0.0543749999999997,0.100625,0.11
"63",0.12375,0.0846874999999997,0.1221875
"64",0.0406249999999997,0.1084375,0.1034375
"65",0.0703124999999997,0.105625,0.1203125
"66",0.12875,0.1296875,0.0796874999999997
"67",0.12625,0.105,0.0824999999999997
"68",0.0474999999999997,0.0945312499999998,0.101875
"69",0.1096875,0.114375,0.1184375
"70",0.119375,0.0781249999999997,0.1065625
"71",0.111875,0.143125,0.0831249999999997
"72",0.11625,0.1178125,0.1040625
"73",0.0946874999999998,0.0968749999999998,0.0946874999999998
"74",0.0574999999999997,0.1009375,0.0962499999999998
"75",0.0684374999999997,0.0771874999999997,0.0631249999999997
"76",0.15125,0.1103125,0.0934374999999998
"77",0.0598437499999997,0.1534375,0.0887499999999997
"78",0.1015625,0.1284375,0.133125
"79",0.0198437499999997,0.100625,0.1175
"80",0.105,0.125,0.0912499999999997
"81",0.135625,0.100625,0.12171875
"82",0.16,0.1046875,0.0828124999999997
"83",0.1684375,0.0815624999999997,0.0981249999999998
"84",0.0849999999999997,0.118125,0.1171875
"85",0.181875,0.0937499999999998,0.0923437499999998
"86",0.129375,0.0799999999999997,0.0871874999999998
"87",0.0903124999999997,0.0812499999999997,0.0831249999999997
"88",0.16921875,0.10875,0.0831249999999997
"89",0.0640624999999997,0.0812499999999997,0.10625
"90",0.0957812499999998,0.13828125,0.0868749999999997
"91",0.1353125,0.0756249999999997,0.106875
"92",0.1028125,0.1225,0.0937499999999998
"93",0.11578125,0.0809374999999997,0.1034375
"94",0.0621874999999997,0.0831249999999997,0.0943749999999998
"95",0.139375,0.0818749999999997,0.129375
"96",0.116875,0.0757812499999997,0.0981249999999998
"97",0.0487499999999997,0.0753124999999997,0.0896874999999998
"98",0.1275,0.10296875,0.0956249999999998
"99",0.20703125,0.0887499999999997,0.0849999999999997
"100",0.1115625,0.100625,0.1125
"101",0.0721874999999997,0.1215625,0.0939062499999997
"102",0.10671875,0.0912499999999997,0.0787499999999997
"103",0.0490624999999997,0.101875,0.10625
"104",0.1421875,0.0687499999999997,0.0949999999999998
"105",0.1096875,0.0623437499999997,0.101875
"106",0.0235937499999997,0.0949999999999998,0.0906249999999997
"107",0.24421875,0.0732812499999997,0.105
"108",0.1390625,0.0724999999999997,0.0934374999999998
"109",0.0501562499999997,0.12140625,0.1240625
"110",0.0960937499999998,0.0971874999999998,0.0993749999999998
"111",0.10828125,0.0885937499999997,0.1146875
"112",0.0881249999999997,0.0707812499999997,0.1028125
"113",0.1434375,0.1175,0.0918749999999997
"114",0.1475,0.124375,0.0753124999999997
"115",0.0523437499999997,0.0878124999999997,0.0931249999999997
"116",0.0606249999999997,0.0909374999999998,0.0774999999999997
"117",0.1834375,0.0884374999999998,0.0893749999999997
"118",0.0574999999999997,0.1165625,0.0843749999999997
"119",0.0881249999999997,0.1015625,0.0829687499999997
"120",0.0648437499999997,0.0803124999999997,0.0974999999999998
"121",0.0857812499999998,0.13671875,0.0974999999999998
"122",0.1334375,0.0799999999999997,0.1103125
"123",0.17375,0.0987499999999998,0.1178125
"124",0.0485937499999997,0.1275,0.0915624999999997
"125",0.1084375,0.130625,0.10125
"126",0.0996874999999998,0.0793749999999997,0.0831249999999997
"127",0.1146875,0.1171875,0.0903124999999997
"128",0.0307812499999997,0.113125,0.10734375
"129",0.0981249999999998,0.1159375,0.0860937499999997
"130",0.0414062499999997,0.1284375,0.11
"131",0.0206249999999997,0.1209375,0.1125
"132",0.119375,0.105,0.10734375
"133",0.12875,0.12,0.10625
"134",0.0943749999999998,0.0962499999999998,0.0923437499999998
"135",0.1425,0.128125,0.0854687499999997
"136",0.0931249999999997,0.0835937499999997,0.0840624999999997
"137",0.0823437499999997,0.1121875,0.11875
"138",0.0656249999999997,0.0598437499999997,0.1025
"139",1.22070312466693e-06,0.10953125,0.1075
"140",0.163125,0.0960937499999998,0.1084375
"141",0.10875,0.0845312499999998,0.1140625
"142",0.22625,0.0823437499999997,0.0987499999999998
"143",0.0426562499999997,0.0978124999999997,0.0937499999999998
"144",0.1475,0.118125,0.1140625
"145",0.0903124999999997,0.0721874999999997,0.0892187499999997
"146",0.0887499999999997,0.1078125,0.0968749999999998
"147",0.1040625,0.0924999999999997,0.0956249999999998
"148",0.1353125,0.0871874999999998,0.0598437499999997
"149",0.1409375,0.10078125,0.13
"150",0.0135937499999997,0.0815624999999997,0.0981249999999998
"151",0.0681249999999997,0.0771874999999997,0.0978124999999997
"152",0.0524999999999997,0.135,0.0849999999999997
"153",0.0903124999999997,0.0931249999999997,0.0965624999999997
"154",0.0238281249999997,0.1365625,0.0834374999999997
"155",0.0568749999999997,0.12140625,0.0743749999999997
"156",0.0624999999999997,0.0678124999999997,0.0865624999999997
